vesselID,datasource,species,quart,n_shots,avg_hks1000,avg_target,se_target,avg_bycatch,se_bycatch
13,Logbook,Silky,Q1,191,2.3048376963350785,14.303664921465968,1.0257418050404996,0.46596858638743455,0.03911700933309657
13,Observer,Blue,Q2,31,2.142451612903226,12.129032258064516,1.6215895132331362,0,0
13,Observer,Silky,Q1,31,2.142451612903226,12.129032258064516,1.6215895132331362,0.06451612903225806,0.044853018526052064
14,Observer,Blue,Q1,11,2.0136363636363637,10.636363636363637,1.9691840824090632,0,0
14,Observer,Silky,Q1,11,2.0136363636363637,10.636363636363637,1.9691840824090632,0,0
15,Logbook,Blue,Q4,110,2.2572727272727273,16.509090909090908,1.199718166413788,0.9363636363636364,0.0595749088348528
15,Logbook,Silky,Q3,110,2.2572727272727273,16.509090909090908,1.199718166413788,0.06363636363636363,0.026710921904774403
16,Logbook,Blue,Q4,410,2.2,19.992682926829268,0.7245347963843343,0.11707317073170732,0.018658652539710333
16,Logbook,Silky,Q3,410,2.2,19.992682926829268,0.7245347963843343,0.01707317073170732,0.006405544200978761
16,Observer,Blue,Q2,68,1.7793235294117646,15.161764705882353,1.4755261697657502,0.07352941176470588,0.048308420125720564
16,Observer,Silky,Q3,68,1.7793235294117646,15.161764705882353,1.4755261697657502,0.058823529411764705,0.035571052818056004
17,Logbook,Blue,Q1,636,2.338993710691824,18.784591194968552,0.6009069908000821,0.14937106918238993,0.019066107034416097
17,Logbook,Silky,Q1,636,2.338993710691824,18.784591194968552,0.6009069908000821,0.03773584905660377,0.008190753662330404
18,Logbook,Blue,Q2,644,2.0996894409937887,19.240683229813666,0.6438140436118941,0.18788819875776397,0.01979541967195859
18,Logbook,Silky,Q2,644,2.0996894409937887,19.240683229813666,0.6438140436118941,0.05124223602484472,0.009492015098759408
18,Observer,Blue,Q3,51,2.0242549019607843,10.490196078431373,1.479367259819935,0.0196078431372549,0.019607843137254898
18,Observer,Silky,Q3,51,2.0242549019607843,10.490196078431373,1.479367259819935,0.0196078431372549,0.019607843137254898
19,Logbook,Blue,Q3,187,1.9983957219251338,12.780748663101605,0.6416443815448689,0.09090909090909091,0.022401494677588993
19,Logbook,Silky,Q3,187,1.9983957219251338,12.780748663101605,0.6416443815448689,0.0106951871657754,0.007542282296716105
20,Logbook,Blue,Q2,546,2.2494505494505495,15.510989010989011,0.5674767739628147,0.12637362637362637,0.018173496304813092
20,Logbook,Silky,Q1,546,2.2494505494505495,15.510989010989011,0.5674767739628147,0.031135531135531136,0.007878563821464325
21,Logbook,Blue,Q2,77,2.2997792207792207,18.467532467532468,1.8904176481248542,0.012987012987012988,0.012987012987012986
21,Logbook,Silky,Q2,77,2.2997792207792207,18.467532467532468,1.8904176481248542,0.4935064935064935,0.0989061442319988
21,Observer,Blue,Q3,11,2.042181818181818,16.90909090909091,2.6507444767445496,0,0
21,Observer,Silky,Q2,11,2.042181818181818,16.90909090909091,2.6507444767445496,0,0
22,Logbook,Blue,Q1,486,2.46358024691358,16.131687242798353,0.6305797875843053,0.0720164609053498,0.013104732411418046
22,Logbook,Silky,Q4,486,2.46358024691358,16.131687242798353,0.6305797875843053,0.012345679012345678,0.005014055136462316
22,Observer,Blue,Q1,24,1.9567083333333333,10.833333333333334,1.8084610587364562,0.041666666666666664,0.04166666666666667
22,Observer,Silky,Q3,24,1.9567083333333333,10.833333333333334,1.8084610587364562,0.041666666666666664,0.04166666666666667
23,Logbook,Blue,Q1,575,2.0046173913043477,15.817391304347826,0.5186239881119696,0.1373913043478261,0.01826815416557582
23,Logbook,Silky,Q1,575,2.0046173913043477,15.817391304347826,0.5186239881119696,0.05391304347826087,0.011719166987206512
24,Logbook,Blue,Q3,108,2.0745370370370373,14.50925925925926,1.0538048035224685,0.4537037037037037,0.05159997916994821
24,Logbook,Silky,Q3,108,2.0745370370370373,14.50925925925926,1.0538048035224685,0.3888888888888889,0.06004690293987734
24,Observer,Blue,Q4,23,1.693478260869565,15.173913043478262,1.9414881358057485,0,0
24,Observer,Silky,Q1,23,1.693478260869565,15.173913043478262,1.9414881358057485,0.08695652173913043,0.060073850409370216
25,Logbook,Blue,Q4,105,2.2746666666666666,13.914285714285715,1.0748638456850514,0.0761904761904762,0.03229680944345366
25,Logbook,Silky,Q4,105,2.2746666666666666,13.914285714285715,1.0748638456850514,0.49523809523809526,0.08020556182221943
25,Observer,Blue,Q1,32,1.91425,13.5,2.981461538109423,0,0
25,Observer,Silky,Q1,32,1.91425,13.5,2.981461538109423,1.21875,0.3776368983774348
26,Logbook,Blue,Q2,216,2.3050925925925925,15.5,1.245232078172541,0.1388888888888889,0.02618152581496017
26,Logbook,Silky,Q4,216,2.3050925925925925,15.5,1.245232078172541,0.018518518518518517,0.009194432842985795
27,Logbook,Blue,Q2,208,2.2,12.975961538461538,0.5672221646001361,0.10096153846153846,0.03228558451093377
27,Logbook,Silky,Q2,208,2.2,12.975961538461538,0.5672221646001361,0.052884615384615384,0.021776727807362176
28,Logbook,Blue,Q3,413,2.3433414043583536,16.53510895883777,0.6222461175833536,0.7070217917675545,0.03266435285391717
28,Logbook,Silky,Q2,413,2.3433414043583536,16.53510895883777,0.6222461175833536,0.34624697336561744,0.02693930754899488
29,Logbook,Blue,Q4,414,2.1828502415458937,15.183574879227054,0.5930216925229652,0.06763285024154589,0.016773577199802773
29,Logbook,Silky,Q4,414,2.1828502415458937,15.183574879227054,0.5930216925229652,0.033816425120772944,0.014002944454873061
30,Logbook,Blue,Q1,199,2.456281407035176,13,0.6451531033601952,0.22110552763819097,0.05385295746721885
30,Logbook,Silky,Q2,199,2.456281407035176,13,0.6451531033601952,0.07537688442211055,0.020068753160075472
30,Observer,Blue,Q1,19,2.0041052631578946,11.631578947368421,1.4614150923068232,0,0
30,Observer,Silky,Q4,19,2.0041052631578946,11.631578947368421,1.4614150923068232,0,0
31,Logbook,Blue,Q3,352,2.3225482954545456,17.0625,0.6774491346448677,0.06534090909090909,0.016950086097051665
31,Logbook,Silky,Q3,352,2.3225482954545456,17.0625,0.6774491346448677,0.03409090909090909,0.013818071913029575
32,Logbook,Blue,Q1,207,2.280632850241546,16.115942028985508,0.7524208135135699,0.24154589371980675,0.053031257527870565
32,Logbook,Silky,Q2,207,2.280632850241546,16.115942028985508,0.7524208135135699,0.30434782608695654,0.046404944330544616
32,Observer,Blue,Q1,12,2.0044166666666667,13.333333333333334,2.8928682771061096,0,0
32,Observer,Silky,Q2,12,2.0044166666666667,13.333333333333334,2.8928682771061096,0,0
33,Logbook,Blue,Q3,236,2.469915254237288,11.169491525423728,0.47397507125898075,0.11864406779661017,0.02571654907198717
33,Logbook,Silky,Q4,236,2.469915254237288,11.169491525423728,0.47397507125898075,0.05084745762711865,0.014330742683903115
33,Observer,Blue,Q2,11,2.35,18.181818181818183,4.069438607291231,0,0
33,Observer,Silky,Q3,11,2.35,18.181818181818183,4.069438607291231,0,0
34,Logbook,Blue,Q2,209,2.4051244019138758,14.124401913875598,0.7814496421431928,0.4784688995215311,0.058378183295384405
34,Logbook,Silky,Q2,209,2.4051244019138758,14.124401913875598,0.7814496421431928,0.13875598086124402,0.03356504123180138
34,Observer,Blue,Q2,33,1.7223030303030302,14.393939393939394,1.397332004552183,0,0
34,Observer,Silky,Q2,33,1.7223030303030302,14.393939393939394,1.397332004552183,0,0
35,Logbook,Blue,Q4,141,2.4815602836879433,13.581560283687944,0.8565946591994824,0.014184397163120567,0.009993998213299042
35,Logbook,Silky,Q3,141,2.4815602836879433,13.581560283687944,0.8565946591994824,0,0
36,Observer,Blue,Q1,15,1.9188,8.933333333333334,2.1122469793059953,0,0
36,Observer,Silky,Q2,15,1.9188,8.933333333333334,2.1122469793059953,0.13333333333333333,0.09085135251589958
38,Observer,Blue,Q4,27,2.1357037037037037,20.703703703703702,1.9479076471310464,0,0
38,Observer,Silky,Q4,27,2.1357037037037037,20.703703703703702,1.9479076471310464,0.07407407407407407,0.051361129280113806
39,Logbook,Blue,Q1,153,2.3166666666666664,15.4640522875817,1.1139893718467195,0.058823529411764705,0.02121866377188038
39,Logbook,Silky,Q1,153,2.3166666666666664,15.4640522875817,1.1139893718467195,0.013071895424836602,0.009212770375536347
